PROBE_ID chr BP gene_name
ENSG00000198331.6 chr11 125753509 HYLS1
ENSG00000149557.8 chr11 125358823 FEZ1
ENSG00000165526.4 chr11 126071993 RPUSD4
ENSG00000197798.4 chr11 126081309 FAM118B
ENSG00000110074.6 chr11 126139028 FOXRED1
ENSG00000150455.9 chr11 126153013 TIRAP
ENSG00000110063.4 chr11 126173647 DCPS
ENSG00000110080.14 chr11 126225869 ST3GAL4
ENSG00000182934.7 chr11 126132814 SRPR
ENSG00000134954.9 chr11 128331745 ETS1
ENSG00000151702.11 chr11 128563890 FLI1
ENSG00000134909.14 chr11 128837842 ARHGAP32
ENSG00000170322.10 chr11 129733671 NFRKB
ENSG00000084234.12 chr11 129939801 APLP2
ENSG00000149418.6 chr11 130029457 ST14
ENSG00000078902.11 chr11 1295601 TOLLIP
ENSG00000196323.7 chr11 130096573 ZBTB44
ENSG00000170325.10 chr11 129769601 PRDM10
ENSG00000120451.6 chr11 130745331 SNX19
ENSG00000133794.13 chr11 13299325 ARNTL
ENSG00000151502.6 chr11 134094539 VPS26B
ENSG00000151498.7 chr11 134123389 ACAD8
ENSG00000109956.8 chr11 134248402 B3GAT1
ENSG00000151503.8 chr11 134022340 NCAPD3
ENSG00000148925.6 chr11 13409548 BTBD10
ENSG00000151500.10 chr11 134118173 THYN1
ENSG00000197601.8 chr11 13690217 FAR1
ENSG00000129083.8 chr11 14479052 COPB1
ENSG00000129084.13 chr11 14526610 PSMA1
ENSG00000152270.4 chr11 14665269 PDE3B
ENSG00000186104.6 chr11 14899608 CYP2R1
ENSG00000205869.2 chr11 1605572 KRTAP5-1
ENSG00000110696.5 chr11 16760194 C11orf58
ENSG00000011405.9 chr11 17108119 PIK3C2A
ENSG00000272034.1 chr11 17096201 SNORD14A
ENSG00000110700.2 chr11 17095936 RPS13
ENSG00000070081.11 chr11 17298312 NUCB2
ENSG00000117984.8 chr11 1773982 CTSD
ENSG00000129158.6 chr11 17809595 SERGEF
ENSG00000166788.5 chr11 18101891 SAAL1
ENSG00000130598.11 chr11 1860219 TNNI2
ENSG00000110756.13 chr11 18300223 HPS5
ENSG00000110768.7 chr11 18344143 GTF2H1
ENSG00000134333.9 chr11 18415935 LDHA
ENSG00000166800.5 chr11 18477431 LDHAL6A
ENSG00000074319.8 chr11 18501858 TSG101
ENSG00000151116.12 chr11 18551156 UEVLD
ENSG00000130592.9 chr11 1889903 LSP1
ENSG00000179119.10 chr11 18627948 SPTY2D1
ENSG00000151117.4 chr11 18720338 TMEM86A
ENSG00000177054.9 chr11 19138676 ZDHHC13
ENSG00000214026.6 chr11 1968508 MRPL23
ENSG00000177951.13 chr11 202926 BET1L
ENSG00000109854.9 chr11 20385269 HTATIP2
ENSG00000177963.8 chr11 208530 RIC8A
ENSG00000185238.8 chr11 20409076 PRMT3
ENSG00000254647.2 chr11 2181009 INS
ENSG00000064201.11 chr11 2323243 TSPAN32
ENSG00000183734.4 chr11 2289725 ASCL2
ENSG00000110665.7 chr11 2318403 C11orf21
ENSG00000110651.7 chr11 2398524 CD81
ENSG00000184281.10 chr11 2423523 TSSC4
ENSG00000185627.13 chr11 236977 PSMD13
ENSG00000269821.1 chr11 2629558 KCNQ1OT1
ENSG00000053918.11 chr11 2466221 KCNQ1
ENSG00000109881.12 chr11 27360061 CCDC34
ENSG00000148943.7 chr11 27516123 LIN7C
ENSG00000169519.15 chr11 28129798 METTL15
ENSG00000142102.11 chr11 289138 ATHL1
ENSG00000129757.8 chr11 2904443 CDKN1C
ENSG00000254827.1 chr11 2909010 SLC22A18AS
ENSG00000110628.9 chr11 2923423 SLC22A18
ENSG00000205531.8 chr11 2965667 NAP1L4
ENSG00000185201.12 chr11 308163 IFITM2
ENSG00000152219.4 chr11 30344598 ARL14EP
ENSG00000185885.11 chr11 313853 IFITM1
ENSG00000021762.15 chr11 3108351 OSBPL5
ENSG00000170946.10 chr11 31391387 DNAJC24
ENSG00000109911.13 chr11 31531297 ELP4
ENSG00000142089.11 chr11 319669 IFITM3
ENSG00000049449.4 chr11 32112450 RCN1
ENSG00000149100.8 chr11 32605371 EIF3M
ENSG00000135378.3 chr11 32851489 PRRG4
ENSG00000060749.10 chr11 32914724 QSER1
ENSG00000176148.11 chr11 33060963 TCP11L1
ENSG00000176102.7 chr11 33106130 CSTF3
ENSG00000110422.7 chr11 33279133 HIPK3
ENSG00000005801.12 chr11 3379157 ZNF195
ENSG00000085063.10 chr11 33730246 CD59
ENSG00000110429.9 chr11 33762492 FBXO3
ENSG00000135363.7 chr11 33880122 LMO2
ENSG00000135387.15 chr11 34073230 CAPRIN1
ENSG00000135372.4 chr11 34127149 NAT10
ENSG00000121691.4 chr11 34460472 CAT
ENSG00000149089.8 chr11 34903842 APIP
ENSG00000110435.7 chr11 34937677 PDHX
ENSG00000026508.12 chr11 35160728 CD44
ENSG00000166326.5 chr11 35684353 TRIM44
ENSG00000179241.8 chr11 35965628 LDLRAD3
ENSG00000129744.2 chr11 3666361 ART1
ENSG00000175104.10 chr11 36510723 TRAF6
ENSG00000166352.11 chr11 36616051 C11orf74
ENSG00000182272.7 chr11 369804 B4GALNT4
ENSG00000110713.11 chr11 3696240 NUP98
ENSG00000148985.15 chr11 3829691 PGAP2
ENSG00000177105.9 chr11 3848208 RHOG
ENSG00000185187.8 chr11 405716 SIGIRR
ENSG00000167323.5 chr11 3876932 STIM1
ENSG00000167325.10 chr11 4116039 RRM1
ENSG00000185101.8 chr11 418263 ANO9
ENSG00000166181.8 chr11 43333553 API5
ENSG00000052841.10 chr11 43380491 TTC17
ENSG00000166199.8 chr11 43902389 ALKBH3
ENSG00000132109.8 chr11 4406132 TRIM21
ENSG00000110455.9 chr11 44087818 ACCS
ENSG00000151348.9 chr11 44117747 EXT2
ENSG00000181963.5 chr11 4470525 OR52K2
ENSG00000085117.7 chr11 44587141 CD82
ENSG00000175274.14 chr11 44954587 TP53I11
ENSG00000175264.3 chr11 45670427 CHST1
ENSG00000181830.7 chr11 45825957 SLC35C1
ENSG00000121671.7 chr11 45868957 CRY2
ENSG00000121680.11 chr11 45931220 PEX16
ENSG00000135365.11 chr11 45954117 PHF21A
ENSG00000167333.8 chr11 4619902 TRIM68
ENSG00000149091.11 chr11 46366987 DGKZ
ENSG00000180720.6 chr11 46406640 CHRM4
ENSG00000180423.4 chr11 46624411 HARBI1
ENSG00000175213.2 chr11 46722368 ZNF408
ENSG00000175220.7 chr11 46698630 ARHGAP1
ENSG00000175216.10 chr11 46765086 CKAP5
ENSG00000149179.9 chr11 46958298 C11orf49
ENSG00000149182.10 chr11 47185852 ARFGAP2
ENSG00000134574.7 chr11 47236493 DDB2
ENSG00000134575.5 chr11 47260853 ACP2
ENSG00000025434.14 chr11 47279513 NR1H3
ENSG00000110514.14 chr11 47291225 MADD
ENSG00000134571.6 chr11 47352957 MYBPC3
ENSG00000066336.7 chr11 47376411 SPI1
ENSG00000165916.4 chr11 47440320 PSMC3
ENSG00000165917.5 chr11 47459308 RAPSN
ENSG00000149187.13 chr11 47489945 CELF1
ENSG00000110536.9 chr11 47587153 PTPMT1
ENSG00000123444.9 chr11 47593779 KBTBD4
ENSG00000213619.5 chr11 47600562 NDUFS3
ENSG00000109919.5 chr11 47638868 MTCH2
ENSG00000109920.8 chr11 47738072 FNBP4
ENSG00000030066.9 chr11 47799639 NUP160
ENSG00000174915.7 chr11 450280 PTDSS2
ENSG00000149177.8 chr11 48002113 PTPRJ
ENSG00000023191.12 chr11 494513 RNH1
ENSG00000244734.1 chr11 5246694 HBB
ENSG00000223609.3 chr11 5254068 HBD
ENSG00000196565.8 chr11 5274432 HBG2
ENSG00000174775.12 chr11 532243 HRAS
ENSG00000181609.5 chr11 5509915 OR52D1
ENSG00000099849.10 chr11 561052 RASSF7
ENSG00000124900.8 chr11 55650773 TRIM51
ENSG00000121236.15 chr11 5617339 TRIM6
ENSG00000258659.2 chr11 5640994 TRIM34
ENSG00000132256.14 chr11 5684787 TRIM5
ENSG00000132274.11 chr11 5710919 TRIM22
ENSG00000149136.3 chr11 57093459 SSRP1
ENSG00000149131.11 chr11 57365276 SERPING1
ENSG00000181023.5 chr11 5757681 OR56B1
ENSG00000134802.13 chr11 57174427 SLC43A3
ENSG00000172409.5 chr11 57425235 CLP1
ENSG00000156599.6 chr11 57435368 ZDHHC5
ENSG00000149150.4 chr11 57252007 SLC43A1
ENSG00000213593.5 chr11 57480079 TMX2
ENSG00000211450.5 chr11 57508825 C11orf31
ENSG00000134809.4 chr11 57295936 TIMM10
ENSG00000156587.11 chr11 57319135 UBE2L6
ENSG00000198561.8 chr11 57529269 CTNND1
ENSG00000156603.10 chr11 57471186 MED19
ENSG00000180988.2 chr11 5841544 OR52N2
ENSG00000181009.4 chr11 5798864 OR52N5
ENSG00000110031.8 chr11 58294344 LPXN
ENSG00000186660.14 chr11 58346584 ZFP91
ENSG00000166801.11 chr11 58912252 FAM111A
ENSG00000166889.13 chr11 59404189 PATL1
ENSG00000166900.10 chr11 59522532 STX3
ENSG00000166902.4 chr11 59573608 MRPL16
ENSG00000110048.7 chr11 59341871 OSBP
ENSG00000149516.9 chr11 59824156 MS4A3
ENSG00000110079.12 chr11 60048059 MS4A4A
ENSG00000166926.4 chr11 60102304 MS4A6E
ENSG00000166927.8 chr11 60145958 MS4A7
ENSG00000110077.10 chr11 59939970 MS4A6A
ENSG00000166928.6 chr11 60163908 MS4A14
ENSG00000156738.13 chr11 60223282 MS4A1
ENSG00000070047.7 chr11 576486 PHRF1
ENSG00000110104.7 chr11 60609544 CCDC86
ENSG00000110107.4 chr11 60658202 PRPF19
ENSG00000110108.4 chr11 60681346 TMEM109
ENSG00000110446.5 chr11 60704556 SLC15A3
ENSG00000013725.10 chr11 60739152 CD6
ENSG00000229859.4 chr11 60970852 PGA3
ENSG00000229183.4 chr11 60989688 PGA4
ENSG00000256713.3 chr11 61008514 PGA5
ENSG00000167986.9 chr11 61066923 DDB1
ENSG00000149476.10 chr11 61100682 DAK
ENSG00000162144.5 chr11 61116217 CYB561A3
ENSG00000149483.7 chr11 61129473 TMEM138
ENSG00000167987.6 chr11 60897728 VPS37C
ENSG00000187049.5 chr11 61159832 TMEM216
ENSG00000167985.2 chr11 61197545 SDHAF2
ENSG00000185507.15 chr11 612555 IRF7
ENSG00000134780.5 chr11 61447905 DAGLA
ENSG00000134825.9 chr11 61556435 TMEM258
ENSG00000168496.3 chr11 61560109 FEN1
ENSG00000149485.12 chr11 61567099 FADS1
ENSG00000167995.11 chr11 61717293 BEST1
ENSG00000149503.8 chr11 61891445 INCENP
ENSG00000167996.11 chr11 61731757 FTH1
ENSG00000162174.8 chr11 62104925 ASRGL1
ENSG00000149016.11 chr11 62342517 TUT1
ENSG00000149489.4 chr11 62380213 ROM1
ENSG00000204922.4 chr11 62439126 C11orf83
ENSG00000124942.9 chr11 62201018 AHNAK
ENSG00000168000.10 chr11 62457767 BSCL2
ENSG00000162222.9 chr11 62496011 TTC9C
ENSG00000185670.7 chr11 62518435 ZBTB3
ENSG00000168002.7 chr11 62529016 POLR2G
ENSG00000162227.3 chr11 62538775 TAF6L
ENSG00000185475.4 chr11 62554899 TMEM179B
ENSG00000051009.6 chr11 6232575 FAM160A2
ENSG00000254772.5 chr11 62327073 EEF1G
ENSG00000149480.2 chr11 62360686 MTA2
ENSG00000133316.11 chr11 62600384 WDR74
ENSG00000149499.7 chr11 62369690 EML3
ENSG00000149541.5 chr11 62382768 B3GAT3
ENSG00000089597.12 chr11 62392531 GANAB
ENSG00000168003.12 chr11 62648344 SLC3A2
ENSG00000185085.2 chr11 62414320 INTS5
ENSG00000162194.8 chr11 62430287 C11orf48
ENSG00000162191.9 chr11 62443970 UBXN1
ENSG00000214753.2 chr11 62480102 HNRNPUL2
ENSG00000162231.9 chr11 62559595 NXF1
ENSG00000162236.7 chr11 62574369 STX5
ENSG00000255717.2 chr11 62619460 SNHG1
ENSG00000133317.10 chr11 63273574 LGALS12
ENSG00000133321.6 chr11 63304293 RARRES3
ENSG00000176485.6 chr11 63340667 PLA2G16
ENSG00000133318.9 chr11 63448972 RTN3
ENSG00000168005.4 chr11 63580860 C11orf84
ENSG00000184743.8 chr11 63391559 ATL3
ENSG00000170955.9 chr11 6340176 PRKCDBP
ENSG00000072518.16 chr11 63606400 MARK2
ENSG00000176340.3 chr11 63742079 COX8A
ENSG00000167770.7 chr11 63753885 OTUB1
ENSG00000166311.5 chr11 6411661 SMPD1
ENSG00000168439.12 chr11 63953587 STIP1
ENSG00000149781.8 chr11 63974206 FERMT3
ENSG00000149743.9 chr11 63991271 TRPT1
ENSG00000149761.4 chr11 63993762 NUDT22
ENSG00000110011.9 chr11 63997750 DNAJC4
ENSG00000173511.5 chr11 64002010 VEGFB
ENSG00000173486.8 chr11 64008476 FKBP2
ENSG00000002330.9 chr11 64037306 BAD
ENSG00000173264.9 chr11 64053892 GPR137
ENSG00000173153.9 chr11 64073044 ESRRA
ENSG00000126432.9 chr11 64085560 PRDX5
ENSG00000168071.17 chr11 64107695 CCDC88B
ENSG00000162302.8 chr11 64126620 RPS6KA4
ENSG00000173457.6 chr11 64011956 PPP1R14B
ENSG00000173113.2 chr11 64084167 TRMT112
ENSG00000133895.10 chr11 64570988 MEN1
ENSG00000110046.8 chr11 64662018 ATG2A
ENSG00000068971.9 chr11 64692143 PPP2R5B
ENSG00000068831.14 chr11 64494383 RASGRP2
ENSG00000168066.16 chr11 64532078 SF1
ENSG00000213465.3 chr11 64781585 ARL2
ENSG00000168067.7 chr11 64556609 MAP4K2
ENSG00000110025.7 chr11 64794880 SNX15
ENSG00000168061.9 chr11 64808376 SAC3D1
ENSG00000132286.7 chr11 6502677 TIMM10B
ENSG00000162300.7 chr11 64851707 ZFPL1
ENSG00000110047.13 chr11 64619114 EHD1
ENSG00000149823.3 chr11 64863631 VPS51
ENSG00000149809.10 chr11 64879326 TM7SF2
ENSG00000149792.4 chr11 64889800 MRPL49
ENSG00000110171.14 chr11 6469847 TRIM3
ENSG00000014216.11 chr11 64949343 CAPN1
ENSG00000168062.5 chr11 64755415 BATF2
ENSG00000168060.10 chr11 64812295 NAALADL1
ENSG00000014138.4 chr11 65029233 POLA2
ENSG00000149798.3 chr11 65082289 CDC42EP2
ENSG00000133884.5 chr11 65101225 DPF2
ENSG00000174276.5 chr11 64883875 ZNHIT2
ENSG00000149806.6 chr11 64888100 FAU
ENSG00000162298.12 chr11 64894751 SYVN1
ENSG00000126391.9 chr11 65154070 FRMD8
ENSG00000142186.11 chr11 65292548 SCYL1
ENSG00000168056.10 chr11 65306276 LTBP3
ENSG00000173465.3 chr11 65337901 SSSCA1
ENSG00000176973.7 chr11 65339820 FAM89B
ENSG00000173442.7 chr11 65343509 EHBP1L1
ENSG00000162241.8 chr11 65142665 SLC25A45
ENSG00000213445.4 chr11 65407592 SIPA1
ENSG00000173039.14 chr11 65421067 RELA
ENSG00000172977.8 chr11 65479505 KAT5
ENSG00000173327.3 chr11 65365226 MAP3K11
ENSG00000172732.7 chr11 65627876 MUS81
ENSG00000175602.2 chr11 65657875 CCDC85B
ENSG00000175573.6 chr11 65684281 C11orf68
ENSG00000175550.3 chr11 65686728 DRAP1
ENSG00000172922.4 chr11 65485144 RNASEH2C
ENSG00000175334.3 chr11 65769550 BANF1
ENSG00000175294.5 chr11 65784223 CATSPER1
ENSG00000254470.2 chr11 65543364 AP5B1
ENSG00000087365.10 chr11 65819807 SF3B2
ENSG00000172757.8 chr11 65622308 CFL1
ENSG00000172500.8 chr11 65651392 FIBP
ENSG00000175376.4 chr11 65764016 EIF1AD
ENSG00000175115.7 chr11 65837925 PACS1
ENSG00000174903.10 chr11 66036004 RAB1B
ENSG00000174851.10 chr11 66052051 YIF1A
ENSG00000179292.4 chr11 66059341 TMEM151A
ENSG00000174684.6 chr11 66112843 B3GNT1
ENSG00000166333.9 chr11 6624961 ILK
ENSG00000174547.9 chr11 66202546 MRPL11
ENSG00000174516.10 chr11 66234340 PELI3
ENSG00000254986.3 chr11 66247484 DPP3
ENSG00000174483.15 chr11 66278080 BBS1
ENSG00000174080.6 chr11 66330934 CTSF
ENSG00000174791.6 chr11 66099533 RIN1
ENSG00000174744.9 chr11 66104810 BRMS1
ENSG00000173992.4 chr11 66360292 CCS
ENSG00000239306.3 chr11 66384053 RBM14
ENSG00000173933.15 chr11 66406088 RBM4
ENSG00000132275.6 chr11 6616305 RRP8
ENSG00000174165.3 chr11 66306149 ZDHHC24
ENSG00000166337.5 chr11 6632073 TAF10
ENSG00000166340.10 chr11 6634000 TPP1
ENSG00000173653.3 chr11 66610883 RCE1
ENSG00000173621.8 chr11 66624973 LRFN4
ENSG00000173914.7 chr11 66432469 RBM4B
ENSG00000158042.8 chr11 6702013 MRPL17
ENSG00000173120.10 chr11 66887158 KDM2A
ENSG00000173020.6 chr11 67033881 ADRBK1
ENSG00000172830.8 chr11 67070919 SSH3
ENSG00000175482.4 chr11 67119019 POLD4
ENSG00000172613.3 chr11 67159423 RAD9A
ENSG00000175463.7 chr11 67171412 TBC1D10C
ENSG00000175634.10 chr11 67195972 RPS6KB2
ENSG00000110711.4 chr11 67250512 AIP
ENSG00000110697.8 chr11 67259240 PITPNM1
ENSG00000084207.11 chr11 67351066 GSTP1
ENSG00000175505.9 chr11 67131639 CLCF1
ENSG00000167792.7 chr11 67374323 NDUFV1
ENSG00000172531.10 chr11 67165672 PPP1CA
ENSG00000213402.2 chr11 67202981 PTPRCAP
ENSG00000172725.9 chr11 67205519 CORO1B
ENSG00000172663.4 chr11 67231863 TMEM134
ENSG00000167797.3 chr11 67273968 CDK2AP2
ENSG00000006534.11 chr11 67777790 ALDH3B1
ENSG00000110717.6 chr11 67798094 NDUFS8
ENSG00000110719.5 chr11 67806483 TCIRG1
ENSG00000110057.3 chr11 67758575 UNC93B1
ENSG00000171067.6 chr11 68028803 C11orf24
ENSG00000110721.7 chr11 67821287 CHKA
ENSG00000188124.2 chr11 6789218 OR2AG2
ENSG00000110066.10 chr11 67922330 SUV420H1
ENSG00000110075.10 chr11 68228281 PPP6R3
ENSG00000110090.8 chr11 68522090 CPT1A
ENSG00000132740.4 chr11 68671310 IGHMBP2
ENSG00000132749.6 chr11 68505930 MTL5
ENSG00000177030.12 chr11 644233 DEAF1
ENSG00000197345.8 chr11 68658744 MRPL21
ENSG00000177042.9 chr11 695643 TMEM80
ENSG00000149716.8 chr11 69480331 ORAOV1
ENSG00000168040.4 chr11 70049269 FADD
ENSG00000131626.11 chr11 70116823 PPFIA1
ENSG00000085733.11 chr11 70244510 CTTN
ENSG00000172893.11 chr11 71145460 DHCR7
ENSG00000172890.7 chr11 71164155 NADSYN1
ENSG00000137522.13 chr11 71639747 RNF121
ENSG00000137496.13 chr11 71710109 IL18BP
ENSG00000110200.4 chr11 71820633 ANAPC15
ENSG00000110203.4 chr11 71846771 FOLR3
ENSG00000165457.9 chr11 71927807 FOLR2
ENSG00000165458.9 chr11 71935825 INPPL1
ENSG00000137497.13 chr11 71713910 NUMA1
ENSG00000149357.5 chr11 71808338 LAMTOR1
ENSG00000186635.10 chr11 72396120 ARAP1
ENSG00000168010.6 chr11 72525353 ATG16L2
ENSG00000137478.10 chr11 72549289 FCHSD2
ENSG00000214530.3 chr11 72465775 STARD10
ENSG00000175591.7 chr11 72929344 P2RY2
ENSG00000171631.10 chr11 72975562 P2RY6
ENSG00000054967.8 chr11 73087309 RELT
ENSG00000175581.9 chr11 73498361 MRPL48
ENSG00000175575.8 chr11 73588014 PAAF1
ENSG00000175582.15 chr11 73386683 RAB6A
ENSG00000181924.6 chr11 73583712 COA4
ENSG00000214517.4 chr11 73882367 PPME1
ENSG00000175567.4 chr11 73685712 UCP2
ENSG00000077514.4 chr11 74303575 POLD3
ENSG00000165434.6 chr11 74041363 PGM2L1
ENSG00000175538.6 chr11 74165886 KCNE3
ENSG00000166439.5 chr11 74459913 RNF169
ENSG00000118363.7 chr11 74660292 SPCS2
ENSG00000166435.11 chr11 74551275 XRRA1
ENSG00000149273.10 chr11 75110530 RPS3
ENSG00000207445.1 chr11 75115465 SNORD15B
ENSG00000149243.11 chr11 75133440 KLHL35
ENSG00000158555.10 chr11 75145685 GDPD5
ENSG00000149257.9 chr11 75273131 SERPINH1
ENSG00000137486.12 chr11 74975226 ARRB1
ENSG00000062282.10 chr11 75479777 DGAT2
ENSG00000177156.6 chr11 747428 TALDO1
ENSG00000198382.4 chr11 75526212 UVRAG
ENSG00000177225.12 chr11 767225 PDDC1
ENSG00000137492.3 chr11 76061000 PRKRIR
ENSG00000166387.7 chr11 7535001 PPFIBP2
ENSG00000078124.7 chr11 76571917 ACER3
ENSG00000137474.15 chr11 76839310 MYO7A
ENSG00000149269.5 chr11 77032752 PAK1
ENSG00000166394.10 chr11 7686331 CYB5R2
ENSG00000178795.5 chr11 76927603 GDPD4
ENSG00000074201.4 chr11 77325575 CLNS1A
ENSG00000087884.10 chr11 77532190 AAMDC
ENSG00000048649.9 chr11 77377275 RSF1
ENSG00000151366.8 chr11 77779350 NDUFC2
ENSG00000149262.12 chr11 77589766 INTS4
ENSG00000118369.8 chr11 77899953 USP35
ENSG00000159063.8 chr11 77811988 ALG8
ENSG00000137513.5 chr11 78147007 NARS2
ENSG00000188997.3 chr11 77882295 KCTD21
ENSG00000033327.8 chr11 77926343 GAB2
ENSG00000184524.5 chr11 787104 CEND1
ENSG00000177542.6 chr11 790475 SLC25A22
ENSG00000175390.8 chr11 8008867 EIF3F
ENSG00000177595.13 chr11 799184 PIDD
ENSG00000177600.4 chr11 809647 RPLP2
ENSG00000177666.11 chr11 818902 PNPLA2
ENSG00000177685.12 chr11 827585 EFCAB4A
ENSG00000165490.8 chr11 82612769 C11orf82
ENSG00000177697.13 chr11 832952 CD151
ENSG00000137509.6 chr11 82535410 PRCP
ENSG00000165494.6 chr11 82868030 PCF11
ENSG00000137500.5 chr11 82972498 CCDC90B
ENSG00000177700.5 chr11 839721 POLR2L
ENSG00000214063.6 chr11 844081 TSPAN4
ENSG00000171204.8 chr11 85339629 TMEM126B
ENSG00000171202.2 chr11 85359032 TMEM126A
ENSG00000137504.9 chr11 85372110 CREBZF
ENSG00000137501.12 chr11 85405769 SYTL2
ENSG00000074266.13 chr11 85955586 EED
ENSG00000073921.13 chr11 85668731 PICALM
ENSG00000149196.11 chr11 86013265 C11orf73
ENSG00000166436.11 chr11 8633584 TRIM66
ENSG00000166441.8 chr11 8703958 RPL27A
ENSG00000212607.1 chr11 8706986 SNORA45
ENSG00000166575.12 chr11 86749049 TMEM135
ENSG00000109861.11 chr11 88026760 CTSC
ENSG00000123892.7 chr11 87846410 RAB38
ENSG00000166452.7 chr11 8932687 AKIP1
ENSG00000110172.7 chr11 89934328 CHORDC1
ENSG00000175352.6 chr11 9002123 NRIP3
ENSG00000175348.6 chr11 8968841 TMEM9B
ENSG00000184014.3 chr11 9160372 DENND5A
ENSG00000166471.6 chr11 9302218 TMEM41B
ENSG00000166002.2 chr11 93211638 SMCO4
ENSG00000180773.10 chr11 92877341 SLC36A4
ENSG00000254911.2 chr11 93454679 SCARNA9
ENSG00000182919.10 chr11 93474757 C11orf54
ENSG00000042429.6 chr11 93517393 MED17
ENSG00000207112.1 chr11 93463679 SNORA25
ENSG00000202314.1 chr11 93464668 SNORD6
ENSG00000166012.10 chr11 93468733 TAF1D
ENSG00000110218.4 chr11 93862094 PANX1
ENSG00000168876.4 chr11 94226795 ANKRD49
ENSG00000196371.2 chr11 94277017 FUT4
ENSG00000134627.7 chr11 94300474 PIWIL4
ENSG00000020922.8 chr11 94153042 MRE11A
ENSG00000205339.5 chr11 9406169 IPO7
ENSG00000271885.1 chr11 94800361 SRSF8
ENSG00000149218.4 chr11 94822974 ENDOD1
ENSG00000150316.7 chr11 94695793 CWC15
ENSG00000149212.6 chr11 94898704 SESN3
ENSG00000166478.5 chr11 9482512 ZNF143
ENSG00000077458.8 chr11 95502106 FAM76B
ENSG00000166037.6 chr11 95523625 CEP57
ENSG00000087053.14 chr11 95567253 MTMR2
ENSG00000184384.9 chr11 95709762 MAML2
ENSG00000183340.5 chr11 96123158 JRKL
ENSG00000133789.10 chr11 9685624 SWAP70
ENSG00000133812.10 chr11 9800214 SBF2
ENSG00000183020.9 chr11 925881 AP2A2
ENSG00000110852.4 chr12 10005583 CLEC2B
ENSG00000256870.2 chr12 101549271 SLC5A8
ENSG00000172322.9 chr12 10124014 CLEC12A
ENSG00000111647.8 chr12 100430854 UHRF1BP1L
ENSG00000111666.6 chr12 102091405 CHPT1
ENSG00000136048.9 chr12 102271129 DRAM1
ENSG00000185480.7 chr12 102513956 PARPBP
ENSG00000165682.10 chr12 10145660 CLEC1B
ENSG00000120805.9 chr12 101786898 ARL1
ENSG00000139351.10 chr12 102122428 SYCP3
ENSG00000111670.10 chr12 102139275 GNPTAB
ENSG00000150048.6 chr12 10222153 CLEC1A
ENSG00000120860.6 chr12 102406717 CCDC53
ENSG00000075188.4 chr12 102467975 NUP37
ENSG00000139112.6 chr12 10365404 GABARAPL1
ENSG00000172243.13 chr12 10279926 CLEC7A
ENSG00000139372.10 chr12 104359582 TDG
ENSG00000111727.7 chr12 104458235 HCFC2
ENSG00000173391.4 chr12 10310902 OLR1
ENSG00000198431.11 chr12 104680460 TXNRD1
ENSG00000134539.12 chr12 10460417 KLRD1
ENSG00000171310.6 chr12 104850751 CHST11
ENSG00000151131.5 chr12 105380088 C12orf45
ENSG00000120837.3 chr12 104510855 NFYB
ENSG00000136026.9 chr12 106631655 CKAP4
ENSG00000166046.6 chr12 106696581 TCP11L2
ENSG00000013503.5 chr12 106751436 POLR3B
ENSG00000136044.7 chr12 105567074 APPL2
ENSG00000111785.14 chr12 107168418 RIC8B
ENSG00000008405.7 chr12 107385142 CRY1
ENSG00000136045.7 chr12 108079509 PWP1
ENSG00000060138.8 chr12 10851812 YBX3
ENSG00000198855.2 chr12 108908962 FICD
ENSG00000136003.11 chr12 108956382 ISCU
ENSG00000084112.10 chr12 109176470 SSH1
ENSG00000135093.8 chr12 109490391 USP30
ENSG00000189046.6 chr12 109525996 ALKBH2
ENSG00000076248.6 chr12 109535923 UNG
ENSG00000110851.7 chr12 108126643 PRDM4
ENSG00000076555.11 chr12 109577202 ACACB
ENSG00000151148.9 chr12 109915447 UBE3B
ENSG00000139428.7 chr12 109991542 MMAB
ENSG00000139437.13 chr12 110338323 TCHP
ENSG00000139436.16 chr12 110367607 GIT2
ENSG00000075856.7 chr12 108916357 SART3
ENSG00000076513.12 chr12 110437328 ANKRD13A
ENSG00000110876.8 chr12 109015686 SELPLG
ENSG00000110880.6 chr12 109038885 CORO1C
ENSG00000174437.12 chr12 110718921 ATP2A2
ENSG00000196510.8 chr12 110810705 ANAPC7
ENSG00000111231.3 chr12 110890289 GPN3
ENSG00000204856.7 chr12 110906169 FAM216A
ENSG00000204852.11 chr12 111051969 TCTN1
ENSG00000186298.7 chr12 111157485 PPP1CC
ENSG00000110906.8 chr12 109886461 KCTD10
ENSG00000139433.5 chr12 110288748 GLTP
ENSG00000111252.6 chr12 111843752 SH2B3
ENSG00000204842.9 chr12 111890018 ATXN2
ENSG00000174456.9 chr12 110478965 C12orf76
ENSG00000111271.10 chr12 112123902 ACAD10
ENSG00000111275.8 chr12 112204726 ALDH2
ENSG00000089022.9 chr12 112279782 MAPKAPK5
ENSG00000111229.11 chr12 110872630 ARPC3
ENSG00000111237.14 chr12 110928902 VPS29
ENSG00000089248.6 chr12 112451120 ERP29
ENSG00000196850.4 chr12 110969120 PPTC7
ENSG00000135148.7 chr12 112563305 TRAFD1
ENSG00000122986.9 chr12 111086584 HVCN1
ENSG00000179295.11 chr12 112856718 PTPN11
ENSG00000198324.10 chr12 111798455 FAM109A
